date,drug_name,units_sold
2024-12-05,Amoxicillin 500 mg capsule,4
2024-12-05,Amoxicillin-clavulanate 875/125 mg tablet,4
2024-12-05,Azithromycin 250 mg tablet,5
2024-12-05,Doxycycline 100 mg capsule,2
2024-12-05,Cephalexin 500 mg capsule,3
2024-12-05,Oseltamivir 75 mg capsule,1
2024-12-05,Nirmatrelvir/ritonavir 300/100 mg pack,3
2024-12-05,Prednisone 20 mg tablet,5
2024-12-05,Ibuprofen 200 mg tablet,13
2024-12-05,Acetaminophen 500 mg tablet,16
2024-12-05,Naproxen 500 mg tablet,4
2024-12-05,Gabapentin 300 mg capsule,7
2024-12-05,Sertraline 50 mg tablet,5
2024-12-05,Hydrochlorothiazide 25 mg tablet,6
2024-12-05,Insulin glargine 100 units/mL pen,2
2024-12-05,Semaglutide 0.25/0.5 mg pen,0
2024-12-05,Naloxone 4 mg nasal spray,0
2024-12-06,Lisinopril 10 mg tablet,9
2024-12-06,Amlodipine 5 mg tablet,13
2024-12-06,Losartan 50 mg tablet,5
2024-12-06,Metformin 500 mg tablet,12
2024-12-06,Glipizide 5 mg tablet,2
2024-12-06,Atorvastatin 20 mg tablet,3
2024-12-06,Simvastatin 40 mg tablet,3
2024-12-06,Levothyroxine 50 mcg tablet,3
2024-12-06,Omeprazole 20 mg capsule,8
2024-12-06,Famotidine 20 mg tablet,3
2024-12-06,Albuterol HFA inhaler,6
2024-12-06,Fluticasone nasal spray,6
2024-12-06,Cetirizine 10 mg tablet,9
2024-12-06,Amoxicillin 500 mg capsule,11
2024-12-06,Amoxicillin-clavulanate 875/125 mg tablet,7
2024-12-06,Azithromycin 250 mg tablet,9
2024-12-06,Doxycycline 100 mg capsule,4
2024-12-06,Cephalexin 500 mg capsule,8
2024-12-06,Oseltamivir 75 mg capsule,0
2024-12-06,Nirmatrelvir/ritonavir 300/100 mg pack,0
2024-12-06,Prednisone 20 mg tablet,2
2024-12-06,Ibuprofen 200 mg tablet,5
2024-12-06,Acetaminophen 500 mg tablet,14
2024-12-06,Naproxen 500 mg tablet,4
2024-12-06,Gabapentin 300 mg capsule,12
2024-12-06,Sertraline 50 mg tablet,4
2024-12-06,Hydrochlorothiazide 25 mg tablet,6
2024-12-06,Insulin glargine 100 units/mL pen,2
2024-12-06,Semaglutide 0.25/0.5 mg pen,0
2024-12-06,Naloxone 4 mg nasal spray,0
2024-12-07,Lisinopril 10 mg tablet,1
2024-12-07,Amlodipine 5 mg tablet,0
2024-12-07,Losartan 50 mg tablet,0
2024-12-07,Metformin 500 mg tablet,0
2024-12-07,Glipizide 5 mg tablet,0
2024-12-07,Atorvastatin 20 mg tablet,0
2024-12-07,Simvastatin 40 mg tablet,0
2024-12-07,Levothyroxine 50 mcg tablet,1
2024-12-07,Omeprazole 20 mg capsule,0
2024-12-07,Famotidine 20 mg tablet,1
2024-12-07,Albuterol HFA inhaler,0
2024-12-07,Fluticasone nasal spray,0
2024-12-07,Cetirizine 10 mg tablet,0
2024-12-07,Amoxicillin 500 mg capsule,0
2024-12-07,Amoxicillin-clavulanate 875/125 mg tablet,0
2024-12-07,Azithromycin 250 mg tablet,0
2024-12-07,Doxycycline 100 mg capsule,0
2024-12-07,Cephalexin 500 mg capsule,0
2024-12-07,Oseltamivir 75 mg capsule,0
2024-12-07,Nirmatrelvir/ritonavir 300/100 mg pack,0
2024-12-07,Prednisone 20 mg tablet,0
2024-12-07,Ibuprofen 200 mg tablet,2
2024-12-07,Acetaminophen 500 mg tablet,0
2024-12-07,Naproxen 500 mg tablet,0
2024-12-07,Gabapentin 300 mg capsule,0
2024-12-07,Sertraline 50 mg tablet,0
2024-12-07,Hydrochlorothiazide 25 mg tablet,0
2024-12-07,Insulin glargine 100 units/mL pen,0
2024-12-07,Semaglutide 0.25/0.5 mg pen,0
2024-12-07,Naloxone 4 mg nasal spray,0
2024-12-08,Lisinopril 10 mg tablet,0
2024-12-08,Amlodipine 5 mg tablet,1
2024-12-08,Losartan 50 mg tablet,0
2024-12-08,Metformin 500 mg tablet,1
2024-12-08,Glipizide 5 mg tablet,0
2024-12-08,Atorvastatin 20 mg tablet,0
2024-12-08,Simvastatin 40 mg tablet,0
2024-12-08,Levothyroxine 50 mcg tablet,0
2024-12-08,Omeprazole 20 mg capsule,1
2024-12-08,Famotidine 20 mg tablet,0
2024-12-08,Albuterol HFA inhaler,0
2024-12-08,Fluticasone nasal spray,1
2024-12-08,Cetirizine 10 mg tablet,0
2024-12-08,Amoxicillin 500 mg capsule,0
2024-12-08,Amoxicillin-clavulanate 875/125 mg tablet,1
2024-12-08,Azithromycin 250 mg tablet,0
2024-12-08,Doxycycline 100 mg capsule,0
2024-12-08,Cephalexin 500 mg capsule,2
2024-12-08,Oseltamivir 75 mg capsule,0
2024-12-08,Nirmatrelvir/ritonavir 300/100 mg pack,0
2024-12-08,Prednisone 20 mg tablet,1
2024-12-08,Ibuprofen 200 mg tablet,2
2024-12-08,Acetaminophen 500 mg tablet,1
2024-12-08,Naproxen 500 mg tablet,0
2024-12-08,Gabapentin 300 mg capsule,0
2024-12-08,Sertraline 50 mg tablet,0
2024-12-08,Hydrochlorothiazide 25 mg tablet,1
2024-12-08,Insulin glargine 100 units/mL pen,0
2024-12-08,Semaglutide 0.25/0.5 mg pen,0
2024-12-08,Naloxone 4 mg nasal spray,0
2024-12-09,Lisinopril 10 mg tablet,11
2024-12-09,Amlodipine 5 mg tablet,9
2024-12-09,Losartan 50 mg tablet,7
2024-12-09,Metformin 500 mg tablet,18
2024-12-09,Glipizide 5 mg tablet,3
2024-12-09,Atorvastatin 20 mg tablet,10
2024-12-09,Simvastatin 40 mg tablet,3
2024-12-09,Levothyroxine 50 mcg tablet,3
2024-12-09,Omeprazole 20 mg capsule,11
2024-12-09,Famotidine 20 mg tablet,6
2024-12-09,Albuterol HFA inhaler,9
2024-12-09,Fluticasone nasal spray,8
2024-12-09,Cetirizine 10 mg tablet,5
2024-12-09,Amoxicillin 500 mg capsule,7
2024-12-09,Amoxicillin-clavulanate 875/125 mg tablet,9
2024-12-09,Azithromycin 250 mg tablet,9
2024-12-09,Doxycycline 100 mg capsule,2
2024-12-09,Cephalexin 500 mg capsule,3
2024-12-09,Oseltamivir 75 mg capsule,0
2024-12-09,Nirmatrelvir/ritonavir 300/100 mg pack,1
2024-12-09,Prednisone 20 mg tablet,7
2024-12-09,Ibuprofen 200 mg tablet,11
2024-12-09,Acetaminophen 500 mg tablet,29
2024-12-09,Naproxen 500 mg tablet,7
2024-12-09,Gabapentin 300 mg capsule,6
2024-12-09,Sertraline 50 mg tablet,6
2024-12-09,Hydrochlorothiazide 25 mg tablet,7
2024-12-09,Insulin glargine 100 units/mL pen,3
2024-12-09,Semaglutide 0.25/0.5 mg pen,0
2024-12-09,Naloxone 4 mg nasal spray,0
2024-12-10,Lisinopril 10 mg tablet,5
2024-12-10,Amlodipine 5 mg tablet,6
2024-12-10,Losartan 50 mg tablet,8
2024-12-10,Metformin 500 mg tablet,10
2024-12-10,Glipizide 5 mg tablet,3
2024-12-10,Atorvastatin 20 mg tablet,9
2024-12-10,Simvastatin 40 mg tablet,2
2024-12-10,Levothyroxine 50 mcg tablet,8
2024-12-10,Omeprazole 20 mg capsule,13
2024-12-10,Famotidine 20 mg tablet,1
2024-12-10,Albuterol HFA inhaler,9
2024-12-10,Fluticasone nasal spray,3
2024-12-10,Cetirizine 10 mg tablet,4
2024-12-10,Amoxicillin 500 mg capsule,6
2024-12-10,Amoxicillin-clavulanate 875/125 mg tablet,5
2024-12-10,Azithromycin 250 mg tablet,6
2024-12-10,Doxycycline 100 mg capsule,2
2024-12-10,Cephalexin 500 mg capsule,2
2024-12-10,Oseltamivir 75 mg capsule,0
2024-12-10,Nirmatrelvir/ritonavir 300/100 mg pack,0
2024-12-10,Prednisone 20 mg tablet,3
2024-12-10,Ibuprofen 200 mg tablet,14
2024-12-10,Acetaminophen 500 mg tablet,16
2024-12-10,Naproxen 500 mg tablet,5
2024-12-10,Gabapentin 300 mg capsule,3
2024-12-10,Sertraline 50 mg tablet,7
2024-12-10,Hydrochlorothiazide 25 mg tablet,8
2024-12-10,Insulin glargine 100 units/mL pen,2
2024-12-10,Semaglutide 0.25/0.5 mg pen,0
2024-12-10,Naloxone 4 mg nasal spray,0
2024-12-11,Lisinopril 10 mg tablet,10
2024-12-11,Amlodipine 5 mg tablet,7
2024-12-11,Losartan 50 mg tablet,5
2024-12-11,Metformin 500 mg tablet,12
2024-12-11,Glipizide 5 mg tablet,5
2024-12-11,Atorvastatin 20 mg tablet,11
2024-12-11,Simvastatin 40 mg tablet,2
2024-12-11,Levothyroxine 50 mcg tablet,10
2024-12-11,Omeprazole 20 mg capsule,8
2024-12-11,Famotidine 20 mg tablet,4
2024-12-11,Albuterol HFA inhaler,12
2024-12-11,Fluticasone nasal spray,4
2024-12-11,Cetirizine 10 mg tablet,1
2024-12-11,Amoxicillin 500 mg capsule,14
2024-12-11,Amoxicillin-clavulanate 875/125 mg tablet,4
2024-12-11,Azithromycin 250 mg tablet,2
2024-12-11,Doxycycline 100 mg capsule,7
2024-12-11,Cephalexin 500 mg capsule,7
2024-12-11,Oseltamivir 75 mg capsule,0
2024-12-11,Nirmatrelvir/ritonavir 300/100 mg pack,0
2024-12-11,Prednisone 20 mg tablet,6
2024-12-11,Ibuprofen 200 mg tablet,8
2024-12-11,Acetaminophen 500 mg tablet,20
2024-12-11,Naproxen 500 mg tablet,12
2024-12-11,Gabapentin 300 mg capsule,4
2024-12-11,Sertraline 50 mg tablet,8
2024-12-11,Hydrochlorothiazide 25 mg tablet,7
2024-12-11,Insulin glargine 100 units/mL pen,2
2024-12-11,Semaglutide 0.25/0.5 mg pen,0
2024-12-11,Naloxone 4 mg nasal spray,0
2024-12-12,Lisinopril 10 mg tablet,10
2024-12-12,Amlodipine 5 mg tablet,6
2024-12-12,Losartan 50 mg tablet,6
2024-12-12,Metformin 500 mg tablet,8
2024-12-12,Glipizide 5 mg tablet,2
2024-12-12,Atorvastatin 20 mg tablet,13
2024-12-12,Simvastatin 40 mg tablet,2
2024-12-12,Levothyroxine 50 mcg tablet,5
2024-12-12,Omeprazole 20 mg capsule,6
2024-12-12,Famotidine 20 mg tablet,5
2024-12-12,Albuterol HFA inhaler,12
2024-12-12,Fluticasone nasal spray,6
2024-12-12,Cetirizine 10 mg tablet,8
2024-12-12,Amoxicillin 500 mg capsule,7
2024-12-12,Amoxicillin-clavulanate 875/125 mg tablet,4
2024-12-12,Azithromycin 250 mg tablet,8
2024-12-12,Doxycycline 100 mg capsule,8
2024-12-12,Cephalexin 500 mg capsule,3
2024-12-12,Oseltamivir 75 mg capsule,0
2024-12-12,Nirmatrelvir/ritonavir 300/100 mg pack,0
2024-12-12,Prednisone 20 mg tablet,4
2024-12-12,Ibuprofen 200 mg tablet,13
2024-12-12,Acetaminophen 500 mg tablet,20
2024-12-12,Naproxen 500 mg tablet,4
2024-12-12,Gabapentin 300 mg capsule,6
2024-12-12,Sertraline 50 mg tablet,8
2024-12-12,Hydrochlorothiazide 25 mg tablet,6
2024-12-12,Insulin glargine 100 units/mL pen,2
2024-12-12,Semaglutide 0.25/0.5 mg pen,0
2024-12-12,Naloxone 4 mg nasal spray,2
2024-12-13,Lisinopril 10 mg tablet,10
2024-12-13,Amlodipine 5 mg tablet,14
2024-12-13,Losartan 50 mg tablet,4
2024-12-13,Metformin 500 mg tablet,11
2024-12-13,Glipizide 5 mg tablet,2
2024-12-13,Atorvastatin 20 mg tablet,14
2024-12-13,Simvastatin 40 mg tablet,3
2024-12-13,Levothyroxine 50 mcg tablet,8
2024-12-13,Omeprazole 20 mg capsule,8
2024-12-13,Famotidine 20 mg tablet,5
2024-12-13,Albuterol HFA inhaler,10
2024-12-13,Fluticasone nasal spray,2
2024-12-13,Cetirizine 10 mg tablet,10
2024-12-13,Amoxicillin 500 mg capsule,10
2024-12-13,Amoxicillin-clavulanate 875/125 mg tablet,4
2024-12-13,Azithromycin 250 mg tablet,8
2024-12-13,Doxycycline 100 mg capsule,4
2024-12-13,Cephalexin 500 mg capsule,9
2024-12-13,Oseltamivir 75 mg capsule,1
2024-12-13,Nirmatrelvir/ritonavir 300/100 mg pack,0
2024-12-13,Prednisone 20 mg tablet,2
2024-12-13,Ibuprofen 200 mg tablet,11
2024-12-13,Acetaminophen 500 mg tablet,24
2024-12-13,Naproxen 500 mg tablet,4
2024-12-13,Gabapentin 300 mg capsule,4
2024-12-13,Sertraline 50 mg tablet,3
2024-12-13,Hydrochlorothiazide 25 mg tablet,7
2024-12-13,Insulin glargine 100 units/mL pen,1
2024-12-13,Semaglutide 0.25/0.5 mg pen,1
2024-12-13,Naloxone 4 mg nasal spray,0
2024-12-14,Lisinopril 10 mg tablet,2
2024-12-14,Amlodipine 5 mg tablet,1
2024-12-14,Losartan 50 mg tablet,0
2024-12-14,Metformin 500 mg tablet,1
2024-12-14,Glipizide 5 mg tablet,0
2024-12-14,Atorvastatin 20 mg tablet,0
2024-12-14,Simvastatin 40 mg tablet,2
2024-12-14,Levothyroxine 50 mcg tablet,0
2024-12-14,Omeprazole 20 mg capsule,1
2024-12-14,Famotidine 20 mg tablet,0
2024-12-14,Albuterol HFA inhaler,0
2024-12-14,Fluticasone nasal spray,0
2024-12-14,Cetirizine 10 mg tablet,1
2024-12-14,Amoxicillin 500 mg capsule,1
2024-12-14,Amoxicillin-clavulanate 875/125 mg tablet,0
2024-12-14,Azithromycin 250 mg tablet,1
2024-12-14,Doxycycline 100 mg capsule,0
2024-12-14,Cephalexin 500 mg capsule,1
2024-12-14,Oseltamivir 75 mg capsule,0
2024-12-14,Nirmatrelvir/ritonavir 300/100 mg pack,0
2024-12-14,Prednisone 20 mg tablet,0
2024-12-14,Ibuprofen 200 mg tablet,1
2024-12-14,Acetaminophen 500 mg tablet,1
2024-12-14,Naproxen 500 mg tablet,2
2024-12-14,Gabapentin 300 mg capsule,1
2024-12-14,Sertraline 50 mg tablet,1
2024-12-14,Hydrochlorothiazide 25 mg tablet,0
2024-12-14,Insulin glargine 100 units/mL pen,0
2024-12-14,Semaglutide 0.25/0.5 mg pen,0
2024-12-14,Naloxone 4 mg nasal spray,0
2024-12-15,Lisinopril 10 mg tablet,1
2024-12-15,Amlodipine 5 mg tablet,0
2024-12-15,Losartan 50 mg tablet,0
2024-12-15,Metformin 500 mg tablet,1
2024-12-15,Glipizide 5 mg tablet,0
2024-12-15,Atorvastatin 20 mg tablet,0
2024-12-15,Simvastatin 40 mg tablet,1
2024-12-15,Levothyroxine 50 mcg tablet,0
2024-12-15,Omeprazole 20 mg capsule,1
2024-12-15,Famotidine 20 mg tablet,0
2024-12-15,Albuterol HFA inhaler,2
2024-12-15,Fluticasone nasal spray,0
2024-12-15,Cetirizine 10 mg tablet,0
2024-12-15,Amoxicillin 500 mg capsule,0
2024-12-15,Amoxicillin-clavulanate 875/125 mg tablet,0
2024-12-15,Azithromycin 250 mg tablet,1
2024-12-15,Doxycycline 100 mg capsule,0
2024-12-15,Cephalexin 500 mg capsule,1
2024-12-15,Oseltamivir 75 mg capsule,0
2024-12-15,Nirmatrelvir/ritonavir 300/100 mg pack,0
2024-12-15,Prednisone 20 mg tablet,0
2024-12-15,Ibuprofen 200 mg tablet,2
2024-12-15,Acetaminophen 500 mg tablet,1
2024-12-15,Naproxen 500 mg tablet,0
2024-12-15,Gabapentin 300 mg capsule,0
2024-12-15,Sertraline 50 mg tablet,0
2024-12-15,Hydrochlorothiazide 25 mg tablet,0
2024-12-15,Insulin glargine 100 units/mL pen,0
2024-12-15,Semaglutide 0.25/0.5 mg pen,0
2024-12-15,Naloxone 4 mg nasal spray,0
2024-12-16,Lisinopril 10 mg tablet,14
2024-12-16,Amlodipine 5 mg tablet,13
2024-12-16,Losartan 50 mg tablet,4
2024-12-16,Metformin 500 mg tablet,14
2024-12-16,Glipizide 5 mg tablet,4
2024-12-16,Atorvastatin 20 mg tablet,11
2024-12-16,Simvastatin 40 mg tablet,2
2024-12-16,Levothyroxine 50 mcg tablet,11
2024-12-16,Omeprazole 20 mg capsule,9
2024-12-16,Famotidine 20 mg tablet,3
2024-12-16,Albuterol HFA inhaler,12
2024-12-16,Fluticasone nasal spray,1
2024-12-16,Cetirizine 10 mg tablet,8
2024-12-16,Amoxicillin 500 mg capsule,11
2024-12-16,Amoxicillin-clavulanate 875/125 mg tablet,5
2024-12-16,Azithromycin 250 mg tablet,5
2024-12-16,Doxycycline 100 mg capsule,5
2024-12-16,Cephalexin 500 mg capsule,5
2024-12-16,Oseltamivir 75 mg capsule,0
2024-12-16,Nirmatrelvir/ritonavir 300/100 mg pack,1
2024-12-16,Prednisone 20 mg tablet,6
2024-12-16,Ibuprofen 200 mg tablet,13
2024-12-16,Acetaminophen 500 mg tablet,20
2024-12-16,Naproxen 500 mg tablet,4
2024-12-16,Gabapentin 300 mg capsule,8
2024-12-16,Sertraline 50 mg tablet,3
2024-12-16,Hydrochlorothiazide 25 mg tablet,8
2024-12-16,Insulin glargine 100 units/mL pen,2
2024-12-16,Semaglutide 0.25/0.5 mg pen,0
2024-12-16,Naloxone 4 mg nasal spray,1
2024-12-17,Lisinopril 10 mg tablet,9
2024-12-17,Amlodipine 5 mg tablet,13
2024-12-17,Losartan 50 mg tablet,6
2024-12-17,Metformin 500 mg tablet,8
2024-12-17,Glipizide 5 mg tablet,3
2024-12-17,Atorvastatin 20 mg tablet,8
2024-12-17,Simvastatin 40 mg tablet,2
2024-12-17,Levothyroxine 50 mcg tablet,7
2024-12-17,Omeprazole 20 mg capsule,6
2024-12-17,Famotidine 20 mg tablet,6
2024-12-17,Albuterol HFA inhaler,8
2024-12-17,Fluticasone nasal spray,3
2024-12-17,Cetirizine 10 mg tablet,11
2024-12-17,Amoxicillin 500 mg capsule,13
2024-12-17,Amoxicillin-clavulanate 875/125 mg tablet,10
2024-12-17,Azithromycin 250 mg tablet,1
2024-12-17,Doxycycline 100 mg capsule,2
2024-12-17,Cephalexin 500 mg capsule,8
2024-12-17,Oseltamivir 75 mg capsule,0
2024-12-17,Nirmatrelvir/ritonavir 300/100 mg pack,0
2024-12-17,Prednisone 20 mg tablet,5
2024-12-17,Ibuprofen 200 mg tablet,14
2024-12-17,Acetaminophen 500 mg tablet,5
2024-12-17,Naproxen 500 mg tablet,8
2024-12-17,Gabapentin 300 mg capsule,5
2024-12-17,Sertraline 50 mg tablet,4
2024-12-17,Hydrochlorothiazide 25 mg tablet,7
2024-12-17,Insulin glargine 100 units/mL pen,1
2024-12-17,Semaglutide 0.25/0.5 mg pen,0
2024-12-17,Naloxone 4 mg nasal spray,2
2024-12-18,Lisinopril 10 mg tablet,10
2024-12-18,Amlodipine 5 mg tablet,6
2024-12-18,Losartan 50 mg tablet,6
2024-12-18,Metformin 500 mg tablet,14
2024-12-18,Glipizide 5 mg tablet,6
2024-12-18,Atorvastatin 20 mg tablet,10
2024-12-18,Simvastatin 40 mg tablet,3
2024-12-18,Levothyroxine 50 mcg tablet,9
2024-12-18,Omeprazole 20 mg capsule,4
2024-12-18,Famotidine 20 mg tablet,3
2024-12-18,Albuterol HFA inhaler,8
2024-12-18,Fluticasone nasal spray,2
2024-12-18,Cetirizine 10 mg tablet,8
2024-12-18,Amoxicillin 500 mg capsule,7
2024-12-18,Amoxicillin-clavulanate 875/125 mg tablet,8
2024-12-18,Azithromycin 250 mg tablet,4
2024-12-18,Doxycycline 100 mg capsule,5
2024-12-18,Cephalexin 500 mg capsule,2
2024-12-18,Oseltamivir 75 mg capsule,2
2024-12-18,Nirmatrelvir/ritonavir 300/100 mg pack,0
2024-12-18,Prednisone 20 mg tablet,1
2024-12-18,Ibuprofen 200 mg tablet,13
2024-12-18,Acetaminophen 500 mg tablet,14
2024-12-18,Naproxen 500 mg tablet,3
2024-12-18,Gabapentin 300 mg capsule,7
2024-12-18,Sertraline 50 mg tablet,3
2024-12-18,Hydrochlorothiazide 25 mg tablet,5
2024-12-18,Insulin glargine 100 units/mL pen,1
2024-12-18,Semaglutide 0.25/0.5 mg pen,0
2024-12-18,Naloxone 4 mg nasal spray,0
2024-12-19,Lisinopril 10 mg tablet,23
2024-12-19,Amlodipine 5 mg tablet,11
2024-12-19,Losartan 50 mg tablet,4
2024-12-19,Metformin 500 mg tablet,13
2024-12-19,Glipizide 5 mg tablet,2
2024-12-19,Atorvastatin 20 mg tablet,9
2024-12-19,Simvastatin 40 mg tablet,6
2024-12-19,Levothyroxine 50 mcg tablet,7
2024-12-19,Omeprazole 20 mg capsule,4
2024-12-19,Famotidine 20 mg tablet,3
2024-12-19,Albuterol HFA inhaler,9
2024-12-19,Fluticasone nasal spray,3
2024-12-19,Cetirizine 10 mg tablet,2
2024-12-19,Amoxicillin 500 mg capsule,14
2024-12-19,Amoxicillin-clavulanate 875/125 mg tablet,10
2024-12-19,Azithromycin 250 mg tablet,3
2024-12-19,Doxycycline 100 mg capsule,1
2024-12-19,Cephalexin 500 mg capsule,3
2024-12-19,Oseltamivir 75 mg capsule,0
2024-12-19,Nirmatrelvir/ritonavir 300/100 mg pack,1
2024-12-19,Prednisone 20 mg tablet,7
2024-12-19,Ibuprofen 200 mg tablet,20
2024-12-19,Acetaminophen 500 mg tablet,11
2024-12-19,Naproxen 500 mg tablet,3
2024-12-19,Gabapentin 300 mg capsule,5
2024-12-19,Sertraline 50 mg tablet,6
2024-12-19,Hydrochlorothiazide 25 mg tablet,9
2024-12-19,Insulin glargine 100 units/mL pen,1
2024-12-19,Semaglutide 0.25/0.5 mg pen,0
2024-12-19,Naloxone 4 mg nasal spray,1
2024-12-20,Lisinopril 10 mg tablet,12
2024-12-20,Amlodipine 5 mg tablet,5
2024-12-20,Losartan 50 mg tablet,4
2024-12-20,Metformin 500 mg tablet,11
2024-12-20,Glipizide 5 mg tablet,2
2024-12-20,Atorvastatin 20 mg tablet,9
2024-12-20,Simvastatin 40 mg tablet,2
2024-12-20,Levothyroxine 50 mcg tablet,7
2024-12-20,Omeprazole 20 mg capsule,10
2024-12-20,Famotidine 20 mg tablet,3
2024-12-20,Albuterol HFA inhaler,12
2024-12-20,Fluticasone nasal spray,3
2024-12-20,Cetirizine 10 mg tablet,8
2024-12-20,Amoxicillin 500 mg capsule,8
2024-12-20,Amoxicillin-clavulanate 875/125 mg tablet,6
2024-12-20,Azithromycin 250 mg tablet,5
2024-12-20,Doxycycline 100 mg capsule,2
2024-12-20,Cephalexin 500 mg capsule,2
2024-12-20,Oseltamivir 75 mg capsule,2
2024-12-20,Nirmatrelvir/ritonavir 300/100 mg pack,1
2024-12-20,Prednisone 20 mg tablet,5
2024-12-20,Ibuprofen 200 mg tablet,9
2024-12-20,Acetaminophen 500 mg tablet,15
2024-12-20,Naproxen 500 mg tablet,5
2024-12-20,Gabapentin 300 mg capsule,1
2024-12-20,Sertraline 50 mg tablet,6
2024-12-20,Hydrochlorothiazide 25 mg tablet,4
2024-12-20,Insulin glargine 100 units/mL pen,1
2024-12-20,Semaglutide 0.25/0.5 mg pen,0
2024-12-20,Naloxone 4 mg nasal spray,1
2024-12-21,Lisinopril 10 mg tablet,2
2024-12-21,Amlodipine 5 mg tablet,0
2024-12-21,Losartan 50 mg tablet,0
2024-12-21,Metformin 500 mg tablet,0
2024-12-21,Glipizide 5 mg tablet,0
2024-12-21,Atorvastatin 20 mg tablet,1
2024-12-21,Simvastatin 40 mg tablet,2
2024-12-21,Levothyroxine 50 mcg tablet,1
2024-12-21,Omeprazole 20 mg capsule,1
2024-12-21,Famotidine 20 mg tablet,0
2024-12-21,Albuterol HFA inhaler,0
2024-12-21,Fluticasone nasal spray,0
2024-12-21,Cetirizine 10 mg tablet,0
2024-12-21,Amoxicillin 500 mg capsule,0
2024-12-21,Amoxicillin-clavulanate 875/125 mg tablet,2
2024-12-21,Azithromycin 250 mg tablet,2
2024-12-21,Doxycycline 100 mg capsule,0
2024-12-21,Cephalexin 500 mg capsule,0
2024-12-21,Oseltamivir 75 mg capsule,0
2024-12-21,Nirmatrelvir/ritonavir 300/100 mg pack,0
2024-12-21,Prednisone 20 mg tablet,0
2024-12-21,Ibuprofen 200 mg tablet,0
2024-12-21,Acetaminophen 500 mg tablet,0
2024-12-21,Naproxen 500 mg tablet,0
2024-12-21,Gabapentin 300 mg capsule,0
2024-12-21,Sertraline 50 mg tablet,0
2024-12-21,Hydrochlorothiazide 25 mg tablet,1
2024-12-21,Insulin glargine 100 units/mL pen,0
2024-12-21,Semaglutide 0.25/0.5 mg pen,0
2024-12-21,Naloxone 4 mg nasal spray,0
2024-12-22,Lisinopril 10 mg tablet,0
2024-12-22,Amlodipine 5 mg tablet,0
2024-12-22,Losartan 50 mg tablet,1
2024-12-22,Metformin 500 mg tablet,1
2024-12-22,Glipizide 5 mg tablet,0
2024-12-22,Atorvastatin 20 mg tablet,1
2024-12-22,Simvastatin 40 mg tablet,0
2024-12-22,Levothyroxine 50 mcg tablet,1
2024-12-22,Omeprazole 20 mg capsule,1
2024-12-22,Famotidine 20 mg tablet,0
2024-12-22,Albuterol HFA inhaler,0
2024-12-22,Fluticasone nasal spray,0
2024-12-22,Cetirizine 10 mg tablet,0
2024-12-22,Amoxicillin 500 mg capsule,1
2024-12-22,Amoxicillin-clavulanate 875/125 mg tablet,0
2024-12-22,Azithromycin 250 mg tablet,0
2024-12-22,Doxycycline 100 mg capsule,0
2024-12-22,Cephalexin 500 mg capsule,1
2024-12-22,Oseltamivir 75 mg capsule,0
2024-12-22,Nirmatrelvir/ritonavir 300/100 mg pack,0
2024-12-22,Prednisone 20 mg tablet,1
2024-12-22,Ibuprofen 200 mg tablet,2
2024-12-22,Acetaminophen 500 mg tablet,0
2024-12-22,Naproxen 500 mg tablet,0
2024-12-22,Gabapentin 300 mg capsule,0
2024-12-22,Sertraline 50 mg tablet,0
2024-12-22,Hydrochlorothiazide 25 mg tablet,1
2024-12-22,Insulin glargine 100 units/mL pen,0
2024-12-22,Semaglutide 0.25/0.5 mg pen,0
2024-12-22,Naloxone 4 mg nasal spray,0
2024-12-23,Lisinopril 10 mg tablet,10
2024-12-23,Amlodipine 5 mg tablet,10
2024-12-23,Losartan 50 mg tablet,3
2024-12-23,Metformin 500 mg tablet,9
2024-12-23,Glipizide 5 mg tablet,7
2024-12-23,Atorvastatin 20 mg tablet,9
2024-12-23,Simvastatin 40 mg tablet,4
2024-12-23,Levothyroxine 50 mcg tablet,11
2024-12-23,Omeprazole 20 mg capsule,4
2024-12-23,Famotidine 20 mg tablet,1
2024-12-23,Albuterol HFA inhaler,9
2024-12-23,Fluticasone nasal spray,5
2024-12-23,Cetirizine 10 mg tablet,6
2024-12-23,Amoxicillin 500 mg capsule,13
2024-12-23,Amoxicillin-clavulanate 875/125 mg tablet,5
2024-12-23,Azithromycin 250 mg tablet,4
2024-12-23,Doxycycline 100 mg capsule,5
2024-12-23,Cephalexin 500 mg capsule,10
2024-12-23,Oseltamivir 75 mg capsule,0
2024-12-23,Nirmatrelvir/ritonavir 300/100 mg pack,0
2024-12-23,Prednisone 20 mg tablet,5
2024-12-23,Ibuprofen 200 mg tablet,15
2024-12-23,Acetaminophen 500 mg tablet,18
2024-12-23,Naproxen 500 mg tablet,7
2024-12-23,Gabapentin 300 mg capsule,6
2024-12-23,Sertraline 50 mg tablet,5
2024-12-23,Hydrochlorothiazide 25 mg tablet,10
2024-12-23,Insulin glargine 100 units/mL pen,1
2024-12-23,Semaglutide 0.25/0.5 mg pen,1
2024-12-23,Naloxone 4 mg nasal spray,0
2024-12-24,Lisinopril 10 mg tablet,7
2024-12-24,Amlodipine 5 mg tablet,7
2024-12-24,Losartan 50 mg tablet,6
2024-12-24,Metformin 500 mg tablet,10
2024-12-24,Glipizide 5 mg tablet,2
