medication_id,medication_name,medication_category,current_inventory,reorder_point,max_capacity,prescription_volume_30d,avg_weekly_demand,demand_trend,supplier_id,supplier_lead_time_days,supplier_reliability_score,historical_shortage_count,days_since_last_shortage,avg_stockout_duration_days,risk_label
MED1DB946,Atorvastatin 20mg,cardiovascular,2279.0,1148.0,4323.0,1717.0,393.0,0.25,SUP010,4.0,0.907,0,279.0,0.0,0
MED7DFF7B,Amoxicillin 875mg,antibiotic,2720.0,1049.0,3855.0,1403.0,335.0,-0.0,SUP001,2.0,0.808,0,62.0,0.0,0
MED2F5AB6,Lamotrigine 100mg,neurological,867.0,1445.0,3619.0,1413.0,432.0,-0.24,SUP029,7.0,0.896,0,195.0,0.0,0
MED4A70D0,Ondansetron 8mg,gastrointestinal,4637.0,294.0,4834.0,400.0,76.0,0.23,SUP026,7.0,0.836,1,88.0,4.5,0
MEDE811D9,Amoxicillin 500mg,antibiotic,802.0,1186.0,915.0,1601.0,330.0,0.4,SUP001,8.0,0.86,1,5.0,11.6,0
MEDEE5B40,Insulin Lispro 100U/mL,diabetes,1752.0,16.0,3839.0,28.0,10.0,-0.19,SUP014,13.0,0.603,0,362.0,0.0,0
MED80BA77,Albuterol Inhaler,respiratory,337.0,328.0,3052.0,445.0,138.0,0.09,SUP020,9.0,0.655,1,14.0,0.7,0
MEDC12193,Theophylline 200mg,respiratory,1342.0,322.0,2018.0,1178.0,229.0,0.28,SUP020,14.0,0.642,5,25.0,1.8,0
MED293C3D,Sertraline 100mg,psychiatric,463.0,844.0,1187.0,1537.0,313.0,0.34,SUP033,8.0,0.877,3,3.0,1.9,1
MED6271D7,Polyethylene Glycol 17g,gastrointestinal,864.0,720.0,1087.0,1878.0,450.0,0.18,SUP027,6.0,0.818,2,19.0,0.9,0
MED389874,Lisinopril 20mg,cardiovascular,376.0,621.0,945.0,646.0,170.0,0.41,SUP006,3.0,0.865,0,100.0,0.0,0
MEDAC5DF8,Empagliflozin 10mg,diabetes,1086.0,47.0,1270.0,246.0,45.0,-0.03,SUP015,9.0,0.936,0,362.0,0.0,0
MEDC9A68E,Docusate 100mg,gastrointestinal,1532.0,486.0,1845.0,1505.0,331.0,0.24,SUP025,3.0,0.826,1,158.0,1.2,0
MEDEB20AF,Ibuprofen 400mg,analgesic,770.0,112.0,923.0,463.0,81.0,0.25,SUP016,3.0,0.939,0,226.0,0.0,0
MEDE4B77A,Carbamazepine 200mg,neurological,567.0,466.0,1245.0,358.0,136.0,0.1,SUP028,7.0,0.816,2,64.0,0.2,0
MED85AF7D,Mycophenolate 500mg,immunological,109.0,1025.0,2434.0,1236.0,408.0,-0.28,SUP046,9.0,0.705,2,133.0,11.5,0
MEDFA2799,Acetaminophen/Codeine #3,analgesic,223.0,1142.0,2521.0,1170.0,340.0,0.18,SUP018,13.0,0.755,4,127.0,2.4,1
MED604EF8,Gabapentin 300mg,analgesic,4327.0,49.0,4965.0,184.0,46.0,-0.18,SUP019,2.0,0.846,1,82.0,7.2,0
MED197285,Tacrolimus 1mg,immunological,2797.0,465.0,3093.0,1542.0,289.0,-0.06,SUP046,15.0,0.749,1,19.0,0.3,1
MED31AB31,Lisinopril 10mg,cardiovascular,163.0,150.0,2247.0,644.0,120.0,0.47,SUP006,3.0,0.857,1,102.0,4.3,0
MED834755,Carboplatin 150mg,oncology,1647.0,537.0,3569.0,2049.0,369.0,0.2,SUP042,9.0,0.661,4,138.0,4.2,1
MEDBF8958,Glipizide 5mg,diabetes,80.0,429.0,784.0,544.0,168.0,0.02,SUP013,7.0,0.789,0,109.0,0.0,0
MED985F7F,Sumatriptan 50mg,neurological,447.0,541.0,641.0,580.0,168.0,-0.12,SUP031,5.0,0.922,3,15.0,10.2,0
MED89DAE3,Levetiracetam 500mg,neurological,2493.0,379.0,3814.0,1279.0,323.0,-0.2,SUP028,7.0,0.855,1,171.0,10.5,0
MED98A54B,Metformin 500mg,diabetes,35.0,105.0,203.0,283.0,100.0,0.09,SUP012,4.0,0.929,1,128.0,2.4,0
MEDFF4D3B,Doxorubicin 50mg,oncology,259.0,475.0,1467.0,1150.0,200.0,0.31,SUP043,13.0,0.585,3,31.0,10.0,1
MEDF82EE5,Metronidazole 500mg,antibiotic,2145.0,181.0,3617.0,567.0,149.0,0.36,SUP002,5.0,0.897,1,148.0,15.6,0
MED8B3A2E,Methylphenidate 20mg,psychiatric,454.0,705.0,4284.0,968.0,194.0,0.38,SUP039,18.0,0.53,3,43.0,10.7,1
MED57974A,Albuterol Inhaler,respiratory,944.0,822.0,4801.0,1752.0,355.0,0.2,SUP020,1.0,0.77,1,1.0,3.2,1
MED99BBBA,Ciprofloxacin 500mg,antibiotic,186.0,326.0,476.0,413.0,130.0,0.25,SUP003,12.0,0.876,0,121.0,0.0,0
MED1B7454,Cephalexin 500mg,antibiotic,508.0,600.0,1939.0,675.0,174.0,0.34,SUP001,4.0,0.801,0,168.0,0.0,0
MED039AEA,Prednisone 5mg,immunological,107.0,450.0,1078.0,991.0,267.0,-0.06,SUP023,5.0,0.948,0,294.0,0.0,0
MED8C07BF,Levetiracetam 500mg,neurological,1156.0,1089.0,3910.0,1576.0,453.0,0.29,SUP028,9.0,0.876,0,74.0,0.0,0
MED877A82,Metronidazole 500mg,antibiotic,1154.0,560.0,1743.0,629.0,159.0,0.23,SUP002,5.0,0.94,1,160.0,4.8,0
MEDFB473F,Ondansetron 8mg,gastrointestinal,1600.0,1524.0,4141.0,2367.0,405.0,-0.24,SUP026,5.0,0.809,1,63.0,0.3,0
MED4E9146,Levetiracetam 500mg,neurological,709.0,938.0,2008.0,593.0,287.0,0.35,SUP028,7.0,0.8,1,86.0,15.5,1
MED4B8576,Baclofen 10mg,neurological,840.0,198.0,2619.0,377.0,63.0,-0.24,SUP032,8.0,0.735,3,61.0,0.4,0
MED048408,Azithromycin 250mg,antibiotic,179.0,116.0,2392.0,330.0,57.0,-0.11,SUP002,4.0,0.82,0,296.0,0.0,0
MED13D594,Ondansetron 4mg,gastrointestinal,97.0,824.0,795.0,887.0,307.0,-0.04,SUP026,7.0,0.851,1,164.0,5.1,0
MED527484,Furosemide 40mg,cardiovascular,3563.0,125.0,4751.0,115.0,41.0,-0.01,SUP006,4.0,0.923,1,61.0,11.0,0
MEDEE2CC3,Polyethylene Glycol 17g,gastrointestinal,3012.0,1036.0,3319.0,1387.0,368.0,0.17,SUP027,5.0,0.759,1,116.0,5.7,0
MED36E4C3,Metoprolol Succinate 100mg,cardiovascular,1197.0,632.0,1215.0,1136.0,409.0,0.36,SUP007,6.0,0.91,1,28.0,3.7,0
MED6825BD,Quetiapine 50mg,psychiatric,2195.0,162.0,3430.0,248.0,71.0,-0.08,SUP037,7.0,0.83,1,116.0,0.7,0
MEDEF2DB6,Albuterol Inhaler,respiratory,826.0,245.0,840.0,540.0,90.0,0.3,SUP020,12.0,0.714,1,179.0,3.6,0
MED4D17EC,Tramadol 50mg,analgesic,508.0,147.0,1315.0,213.0,56.0,0.37,SUP018,15.0,0.704,0,292.0,0.0,1
MED1E5EC5,Montelukast 10mg,respiratory,828.0,82.0,1524.0,121.0,25.0,-0.05,SUP022,4.0,0.901,0,311.0,0.0,0
MEDF668C8,Sertraline 100mg,psychiatric,24.0,87.0,1245.0,257.0,72.0,0.37,SUP033,4.0,0.823,0,96.0,0.0,0
MED856310,Carbamazepine 200mg,neurological,600.0,573.0,788.0,769.0,308.0,0.05,SUP028,8.0,0.853,1,6.0,16.6,0
MEDFE601D,Gabapentin 300mg,analgesic,679.0,88.0,1155.0,124.0,57.0,0.1,SUP019,7.0,0.833,1,119.0,6.1,0
MEDC836F5,Tacrolimus 1mg,immunological,120.0,655.0,3335.0,1401.0,264.0,0.47,SUP046,15.0,0.808,3,45.0,0.6,1
MED35776C,Glipizide 5mg,diabetes,608.0,273.0,2392.0,1104.0,238.0,-0.26,SUP013,9.0,0.881,0,347.0,0.0,0
MED386978,Prednisone 10mg,respiratory,2255.0,1442.0,3475.0,1046.0,461.0,0.05,SUP023,5.0,0.9,0,74.0,0.0,0
MEDC80844,Insulin Lispro 100U/mL,diabetes,1632.0,877.0,1733.0,1188.0,339.0,-0.0,SUP014,10.0,0.572,0,352.0,0.0,0
MED902838,Methotrexate 2.5mg,oncology,2921.0,1145.0,3233.0,1802.0,410.0,0.36,SUP040,21.0,0.677,2,140.0,3.2,1
MED564CB1,Ondansetron 8mg,gastrointestinal,3181.0,450.0,4215.0,532.0,174.0,0.24,SUP026,9.0,0.796,1,7.0,0.7,0
MED92DF49,Acetaminophen 500mg,analgesic,1932.0,106.0,2401.0,169.0,39.0,-0.05,SUP016,3.0,1.0,0,329.0,0.0,0
MEDB7AD55,Metformin 500mg,diabetes,987.0,891.0,2130.0,1784.0,346.0,0.27,SUP012,6.0,0.851,0,58.0,0.0,0
MED54CB90,Acetaminophen/Codeine #3,analgesic,711.0,848.0,3006.0,1460.0,488.0,-0.01,SUP018,18.0,0.704,0,333.0,0.0,0
MED956A70,Ondansetron 8mg,gastrointestinal,290.0,388.0,331.0,272.0,100.0,-0.09,SUP026,4.0,0.812,1,145.0,2.4,0
MED3E0B7E,Amphetamine Salt Combo 20mg,psychiatric,2008.0,118.0,2631.0,244.0,99.0,0.09,SUP039,13.0,0.529,3,15.0,3.1,0
MEDD76D6B,Acetaminophen 500mg,analgesic,5.0,593.0,4412.0,1447.0,254.0,0.24,SUP016,3.0,0.941,0,344.0,0.0,0
MED4C9539,Glipizide 5mg,diabetes,662.0,601.0,1553.0,1004.0,480.0,0.12,SUP013,8.0,0.886,1,38.0,0.1,0
MEDC976E2,Sitagliptin 100mg,diabetes,538.0,1190.0,1008.0,1034.0,443.0,-0.2,SUP015,8.0,0.904,0,221.0,0.0,0
MEDD6DA1D,Sumatriptan 50mg,neurological,309.0,512.0,927.0,503.0,182.0,-0.02,SUP031,14.0,0.795,1,41.0,1.8,0
MEDC39844,Baclofen 10mg,neurological,1299.0,698.0,4091.0,1834.0,342.0,0.38,SUP032,8.0,0.838,0,344.0,0.0,0
MED2C6AC8,Ibuprofen 600mg,analgesic,3006.0,519.0,3199.0,635.0,167.0,0.32,SUP016,3.0,0.949,0,95.0,0.0,0
MEDB7EAC1,Cephalexin 500mg,antibiotic,1491.0,103.0,4748.0,92.0,26.0,-0.25,SUP001,5.0,0.77,0,343.0,0.0,0
MED591034,Adalimumab 40mg,immunological,2712.0,272.0,4164.0,203.0,82.0,0.3,SUP045,7.0,0.655,1,61.0,15.8,0
MED6BB3BF,Pantoprazole 40mg,gastrointestinal,686.0,1059.0,826.0,1658.0,372.0,0.47,SUP024,5.0,0.901,0,35.0,0.0,0
MEDC90F46,Ibuprofen 400mg,analgesic,442.0,509.0,2971.0,283.0,141.0,-0.14,SUP016,2.0,0.877,0,54.0,0.0,0
MED2692B4,Lamotrigine 100mg,neurological,1551.0,621.0,3491.0,1292.0,262.0,0.16,SUP029,10.0,0.884,0,81.0,0.0,0
MEDD0FC88,Methotrexate 15mg,immunological,150.0,275.0,1432.0,783.0,241.0,0.01,SUP040,19.0,0.725,2,6.0,12.5,1
MEDD3DBBB,Lisinopril 20mg,cardiovascular,1537.0,179.0,2900.0,568.0,97.0,0.41,SUP006,2.0,0.907,1,20.0,0.8,0
MED7563CF,Losartan 50mg,cardiovascular,3954.0,1045.0,4966.0,711.0,324.0,0.47,SUP009,8.0,0.786,1,111.0,3.5,0
MED879247,Insulin Glargine 100U/mL,diabetes,219.0,141.0,3656.0,349.0,90.0,-0.08,SUP014,19.0,0.574,4,53.0,0.9,1
MED8D175B,Baclofen 10mg,neurological,4424.0,922.0,4639.0,2110.0,379.0,-0.26,SUP032,7.0,0.759,4,73.0,16.2,0
MED14CDD7,Lisinopril 10mg,cardiovascular,2251.0,1162.0,3318.0,1609.0,302.0,-0.09,SUP006,4.0,0.922,0,108.0,0.0,0
MED195A40,Cephalexin 500mg,antibiotic,677.0,480.0,817.0,934.0,160.0,0.2,SUP001,7.0,0.814,1,123.0,7.9,0
MEDBD9CCE,Ciprofloxacin 500mg,antibiotic,597.0,1336.0,1499.0,839.0,336.0,0.48,SUP003,11.0,0.821,1,122.0,3.2,0
MED96E87C,Prednisone 10mg,respiratory,3665.0,936.0,3957.0,1062.0,260.0,0.21,SUP023,5.0,0.852,1,24.0,4.2,0
MEDB2BDBC,Lamotrigine 100mg,neurological,1562.0,1219.0,3139.0,1308.0,463.0,-0.29,SUP029,13.0,0.82,0,258.0,0.0,1
MEDE53696,Methylphenidate 20mg,psychiatric,1100.0,413.0,2257.0,281.0,125.0,-0.12,SUP039,18.0,0.571,2,39.0,9.4,0
MED654525,Lisinopril 20mg,cardiovascular,2217.0,1270.0,2916.0,2395.0,423.0,0.04,SUP006,4.0,0.896,0,331.0,0.0,0
MEDA2A04D,Cephalexin 500mg,antibiotic,3889.0,810.0,4380.0,689.0,224.0,-0.21,SUP001,6.0,0.955,0,273.0,0.0,0
MED8D9036,Baclofen 10mg,neurological,292.0,402.0,384.0,426.0,138.0,0.49,SUP032,7.0,0.867,0,91.0,0.0,0
MED5DC86F,Fluoxetine 20mg,psychiatric,394.0,182.0,1469.0,257.0,118.0,0.01,SUP034,6.0,0.878,3,109.0,2.2,0
MED458C0B,Lamotrigine 100mg,neurological,1218.0,965.0,1311.0,1528.0,437.0,0.15,SUP029,11.0,0.786,1,18.0,1.4,0
MED6E7055,Carboplatin 150mg,oncology,2262.0,645.0,4622.0,364.0,176.0,-0.12,SUP042,10.0,0.671,0,349.0,0.0,0
MED0C80A8,Levetiracetam 500mg,neurological,607.0,137.0,3495.0,226.0,86.0,0.46,SUP028,9.0,0.82,1,145.0,4.3,0
MED77B942,Budesonide Inhaler,respiratory,1683.0,999.0,2916.0,1702.0,459.0,-0.07,SUP021,7.0,0.941,0,365.0,0.0,0
MEDEF7274,Tacrolimus 1mg,immunological,141.0,157.0,406.0,144.0,54.0,0.32,SUP046,14.0,0.751,2,159.0,4.5,0
MED5F15A8,Levetiracetam 500mg,neurological,1357.0,951.0,3342.0,1030.0,465.0,0.38,SUP028,5.0,0.812,0,273.0,0.0,0
MEDBAAD59,Omeprazole 20mg,gastrointestinal,1241.0,1064.0,2867.0,1430.0,428.0,0.03,SUP024,5.0,0.901,2,126.0,5.9,0
MED38D09B,Metoprolol Succinate 100mg,cardiovascular,907.0,559.0,1200.0,654.0,163.0,-0.18,SUP007,10.0,0.904,1,69.0,1.7,0
MEDE449B4,Adalimumab 40mg,immunological,432.0,652.0,1639.0,1230.0,236.0,-0.2,SUP045,15.0,0.635,1,125.0,2.7,1
MED22F431,Polyethylene Glycol 17g,gastrointestinal,162.0,340.0,560.0,1183.0,273.0,0.48,SUP027,5.0,0.876,0,289.0,0.0,0
MED85AAF6,Methotrexate 2.5mg,oncology,411.0,137.0,1523.0,343.0,108.0,-0.12,SUP040,8.0,0.646,0,46.0,0.0,0
MEDD5C527,Docusate 100mg,gastrointestinal,754.0,571.0,1731.0,775.0,150.0,0.29,SUP025,2.0,0.944,1,130.0,1.8,0
MED600236,Lisinopril 10mg,cardiovascular,2002.0,656.0,2081.0,581.0,200.0,0.35,SUP006,3.0,0.98,0,272.0,0.0,0
MED91370F,Famotidine 20mg,gastrointestinal,529.0,623.0,1439.0,1459.0,438.0,0.35,SUP025,3.0,0.949,2,8.0,4.5,0
MEDC9796F,Sitagliptin 100mg,diabetes,1755.0,862.0,4787.0,2143.0,409.0,0.14,SUP015,7.0,0.84,1,58.0,7.6,0
MED94336B,Theophylline 200mg,respiratory,82.0,1071.0,3454.0,562.0,272.0,-0.27,SUP020,12.0,0.768,1,122.0,1.8,0
MEDE55FBF,Insulin Glargine 100U/mL,diabetes,64.0,115.0,169.0,154.0,38.0,-0.22,SUP014,22.0,0.649,2,165.0,13.5,1
MEDFECA67,Carbamazepine 200mg,neurological,893.0,377.0,3860.0,587.0,139.0,0.27,SUP028,9.0,0.867,1,174.0,5.9,0
MED616F61,Tacrolimus 1mg,immunological,60.0,192.0,4888.0,293.0,62.0,-0.08,SUP046,12.0,0.793,1,96.0,2.1,0
MED815495,Mycophenolate 500mg,immunological,442.0,408.0,2415.0,389.0,162.0,0.28,SUP046,14.0,0.782,3,87.0,0.9,0
MED4F881C,Polyethylene Glycol 17g,gastrointestinal,1223.0,239.0,2368.0,439.0,143.0,0.01,SUP027,5.0,0.945,0,294.0,0.0,0
MED104574,Cephalexin 500mg,antibiotic,573.0,410.0,2718.0,2058.0,358.0,0.26,SUP001,6.0,0.774,3,128.0,3.5,0
MED60B566,Prednisone 10mg,respiratory,3017.0,244.0,3414.0,1013.0,208.0,-0.16,SUP023,5.0,0.935,1,147.0,2.5,0
MED4DE17D,Docusate 100mg,gastrointestinal,1094.0,1335.0,1921.0,2097.0,361.0,-0.07,SUP025,3.0,0.886,2,92.0,1.4,0
MED8E9754,Sitagliptin 100mg,diabetes,2406.0,151.0,4673.0,445.0,102.0,0.37,SUP015,10.0,0.926,1,33.0,5.6,0
MEDCB1DA2,Ifosfamide 1g,oncology,365.0,800.0,2849.0,1417.0,345.0,-0.07,SUP041,12.0,0.653,1,58.0,4.9,1
MEDB9A88A,Prednisone 10mg,respiratory,1067.0,799.0,2814.0,701.0,200.0,0.02,SUP023,4.0,0.961,0,267.0,0.0,0
MED4C95AB,Sertraline 50mg,psychiatric,583.0,790.0,4880.0,1012.0,307.0,0.05,SUP033,7.0,0.855,1,129.0,0.3,0
MED5E82D2,Sumatriptan 50mg,neurological,221.0,375.0,2544.0,582.0,221.0,0.21,SUP031,9.0,0.817,2,52.0,2.7,0
MED78AD13,Tacrolimus 1mg,immunological,369.0,253.0,1273.0,841.0,171.0,-0.08,SUP046,12.0,0.739,1,86.0,19.7,0
MED0F256B,Glipizide 5mg,diabetes,462.0,29.0,575.0,37.0,12.0,-0.16,SUP013,5.0,0.852,1,44.0,2.6,0
MED348FCE,Insulin Lispro 100U/mL,diabetes,629.0,187.0,821.0,371.0,76.0,0.04,SUP014,24.0,0.645,2,104.0,1.1,0
MED42E4CA,Lithium 300mg,psychiatric,136.0,24.0,138.0,70.0,12.0,-0.07,SUP038,10.0,0.683,3,96.0,0.4,0
MEDAC9930,Polyethylene Glycol 17g,gastrointestinal,146.0,109.0,4450.0,534.0,107.0,-0.23,SUP027,5.0,0.906,1,64.0,5.2,0
MED8C7B76,Famotidine 20mg,gastrointestinal,785.0,190.0,1156.0,274.0,62.0,0.19,SUP025,5.0,0.969,0,186.0,0.0,0
MED22C119,Doxycycline 100mg,antibiotic,2131.0,853.0,2482.0,1022.0,243.0,0.39,SUP004,2.0,0.913,1,87.0,0.8,0
MED2F41D5,Glipizide 5mg,diabetes,1543.0,361.0,4115.0,799.0,193.0,0.17,SUP013,7.0,0.839,2,5.0,0.1,0
MED5FD710,Metformin 1000mg,diabetes,86.0,202.0,279.0,653.0,139.0,0.06,SUP012,5.0,0.833,2,167.0,1.0,0
MED688EFF,Baclofen 10mg,neurological,2190.0,503.0,2195.0,2024.0,404.0,0.3,SUP032,7.0,0.787,2,13.0,2.8,0
MEDC8F184,Amoxicillin 500mg,antibiotic,909.0,612.0,1048.0,572.0,223.0,0.21,SUP001,9.0,0.937,0,310.0,0.0,0
MED2F44EC,Metformin 1000mg,diabetes,107.0,73.0,176.0,265.0,48.0,-0.14,SUP012,5.0,0.885,2,134.0,1.4,0
MED04CC2D,Methotrexate 15mg,immunological,429.0,1482.0,3531.0,2342.0,435.0,-0.1,SUP040,9.0,0.665,0,346.0,0.0,1
MED419436,Lisinopril 20mg,cardiovascular,1636.0,245.0,4177.0,647.0,111.0,0.19,SUP006,3.0,1.0,0,297.0,0.0,0
MED402159,Docusate 100mg,gastrointestinal,656.0,181.0,3456.0,883.0,161.0,0.46,SUP025,4.0,0.881,4,128.0,1.1,0
MED154128,Quetiapine 50mg,psychiatric,26.0,16.0,2021.0,29.0,11.0,0.29,SUP037,11.0,0.881,1,147.0,2.3,0
MEDEBC04E,Metformin 500mg,diabetes,829.0,113.0,4291.0,260.0,48.0,0.13,SUP012,5.0,0.918,0,148.0,0.0,0
MED7AD475,Montelukast 10mg,respiratory,408.0,139.0,3903.0,114.0,35.0,0.23,SUP022,5.0,0.901,1,11.0,5.0,0
MED6C9E4B,Polyethylene Glycol 17g,gastrointestinal,474.0,325.0,2661.0,1327.0,228.0,0.04,SUP027,3.0,0.952,0,53.0,0.0,1
MED6C8AC5,Empagliflozin 10mg,diabetes,732.0,626.0,1496.0,992.0,178.0,-0.25,SUP015,7.0,0.897,1,69.0,2.9,0
MED14D099,Losartan 50mg,cardiovascular,466.0,308.0,2907.0,410.0,103.0,0.09,SUP009,9.0,0.805,1,117.0,7.2,0
MED05FDEE,Baclofen 10mg,neurological,1727.0,760.0,4017.0,1069.0,419.0,-0.09,SUP032,5.0,0.917,0,97.0,0.0,0
